Symbol,Name,Currency
FANDY,FIRSTRAND Ltd/ADR,USD
FANG,Diamondback Energy Inc,USD
FANH,Fanhua Inc (ADR),USD
FANUF,Fanuc Corp,USD
FANUY,FANUC Ltd JAPAN/ADR,USD
FANZ,EXCHANGE LISTED/PROSPORTS SPONSORS,USD
FAO.TO,First Asset Active Credit ETF,CAD
FAO.U.TO,FIRST ASSET ACTIVE CREDIT UNT ETF,USD
FAO2.DE,N/A,N/A
FAO2.F,N/A,N/A
FAP.TO,Aberdeen Asia-Pacific Income Investment,CAD
FAPPF,First Asset Active Utlty & Infrstrct ETF,USD
FAR.AX,FAR Ltd,AUD
FAR.F,"FreightCar America, Inc.",EUR
FAR.TO,Foraco International S.A.,CAD
FARM,Farmer Bros Co,USD
FARM.MI,H-Farm SpA,EUR
FARMAXIND.NS,N/A,N/A
FARN.L,Faron Pharmaceuticals Oy,GBX
FARO,"FARO Technologies, Inc.",USD
FARYF,FAR Ltd,USD
FAS,Direxion Daily Financial Bull 3X Shares,USD
FAS.F,Fastenal Company,EUR
FAS.L,Fidelity Asian Values PLC,GBX
FAS.V,N/A,N/A
FASDF,N/A,N/A
FASGF,N/A,N/A
FAST,Fastenal Company,USD
FAST.JK,Fast Food Indonesia Tbk PT,IDR
FASV,N/A,N/A
FASW.JK,Fajar Surya Wisesa Tbk PT,IDR
FAT,FAT Brands Inc,USD
FATE,Fate Therapeutics Inc,USD
FATL.PA,Fonciere Atland SA,EUR
FAU.F,Faurecia SA,EUR
FAUS,1st Tr EXCHANGE/AUS ALPHADEX FD,USD
FAUV.PA,Etablissements Fauvet-Girel SA,EUR
FAV,N/A,N/A
FAX,"Aberdeen Asia-Pacific Income Fund, Inc.",USD
FAXRF,N/A,N/A
FAXXF,FAIRFAX FINNC HLDNG CUM SRS H PRF,USD
FAYE.PA,Fayenceri Sarreguemin Digoin Vtry Frnc S,EUR
FAZ,Direxion Daily Financial Bear 3X Shares,USD
FB,"Facebook, Inc. Common Stock",USD
FB.MX,"Facebook, Inc. Common Stock",MXN
FB.SW,"Facebook, Inc. Common Stock",CHF
FB1.F,Farmer Bros Co,EUR
FB2.L,LEV/ETP 20670403,USD
FB2A.DE,"Facebook, Inc. Common Stock",EUR
FB2A.F,"Facebook, Inc. Common Stock",EUR
FBAK,First National Bank Alaska,USD
FBASF,Fibra Uno Administracion SA de CV,USD
FBAYF,Kneat.com Inc,USD
FBB.F,"The Furukawa Battery Co.,Ltd.",EUR
FBBPF,Prologis Property Mexico SA de CV,USD
FBC,Flagstar Bancorp Inc,USD
FBCI,1st Bkg Ctr Inc/SH,USD
FBCP,N/A,N/A
FBD.F,Forbidden Technologies plc,EUR
FBDHF,FBD Holdings plc,USD
FBDHY,N/A,N/A
FBDU.L,Flying Brands Ltd.,GBX
FBE.TO,FRST ASET CANADN BUYBACK INX UNT ETF,CAD
FBEC,FBEC Worldwide Inc,USD
FBEL.PA,Fromageries Bel SA,EUR
FBF.V,Fab Form Industries Ltd,CAD
FBFS,N/A,N/A
FBGBF,N/A,N/A
FBGRF,N/A,N/A
FBGX,UBS AG LONDON B/FI ENHANCED LARGE C,USD
FBH.L,FBD Holdings plc,EUR
FBHS,Fortune Brands Home & Security Inc,USD
FBI.F,First Bauxite Corporation,EUR
FBILF,N/A,N/A
FBIO,Fortress Biotech,USD
FBIOP,FORTRES 9 375 SRS A CUM RED PREP PRF,USD
FBIP,FNB Bancorp Inc,USD
FBIZ,First Business Financial Services Inc,USD
FBK,FB Financial Corp,USD
FBK.MI,FinecoBank Banca Fineco SpA,EUR
FBKIF,N/A,N/A
FBLM.F,FIH Group PLC,EUR
FBLV,N/A,N/A
FBM,Foundation Building Materials Inc,USD
FBMC3.SA,Fibam Companhia Industrial,BRL
FBMC4.SA,Fibam Companhia Industrial Preference Shares,BRL
FBMCF,Buffalo Coal Corp,USD
FBMS,First Bancshares Inc,USD
FBNC,First Bancorp,USD
FBND,FID MERRIMACK S/TOTAL BD ETF,USD
FBNK,First Connecticut Bancorp Inc,USD
FBOHF,N/A,N/A
FBOHY,FORBO Hldg AG/ADR,USD
FBOK34.SA,FACEBOOK INC BDR,BRL
FBOO,1st Bk OH TIFFI/SH,USD
FBOP,Augusta Industries Inc,USD
FBP,First Bancorp,USD
FBPA,FARMERS Bk APPO/SH,USD
FBPI,"First Bancorp of Indiana, Inc.",USD
FBPRL,First Bancorp Preferred Shares Series E,USD
FBPRM,First Bancorp 7.4% PERPCAP Series C,USD
FBPRN,First Bancorp 7.25% PERPCAP Series D,USD
FBPRO,First Bancorp 8.35% PERPCAP Series B,USD
FBPRP,FIRST BANC 7.125% NONCUM SRS A PRF,USD
FBR,Fibria Celulose SA (ADR),USD
FBR.AX,Fastbrick Robotics Ltd,AUD
FBRC,N/A,N/A
FBRN.MX,Fibria Celulose SA (ADR),MXN
FBRT.L,ETFS COMM/LONGER DATED BRENT CR,USD
FBRT.TA,FMS Enterprises Migun Ltd.,ILA
FBS-B.TO,N/A,N/A
FBSI,"The First Bancshares, Inc.",USD
FBSS,"Fauquier Bankshares, Inc.",USD
FBSW,N/A,N/A
FBT,First Trust NYSE Arca Biotchnlgy Indx Fd,USD
FBT.L,Forbidden Technologies plc,GBX
FBTT,1ST BANKERS TRU/SH SH,USD
FBU.AX,Fletcher Building Limited,AUD
FBU.NZ,Fletcher Building Limited,NZD
FBU.TO,FIRST ASSET US BUYBACK INDEX UNT ETF,CAD
FBVA,FARMERS BANKSHA/SH,USD
FBVI,FCN BANC Corp/SH,USD
FBWBF,N/A,N/A
FBX.V,First Bauxite Corporation,CAD
FBZ,1st Tr EXCHANGE/BRAZIL ALPHADEX FD,USD
FC,Franklin Covey Co.,USD
FC.TO,Firm Capital Mortgage Investment Corp,CAD
FC7.F,Tau Capital PLC,EUR
FC8.F,"Consumer Portfolio Services, Inc.",EUR
FC9.F,N/A,N/A
FCA,1st Tr EXCHANGE/CHINA ALPHADEX FD,USD
FCA.MI,Fiat Chrysler Automobiles NV,EUR
FCAA,FICAAR ORD,USD
FCAL,1ST TR EXCHANGE/CALIF MUN HIGH IN E,USD
FCAM,N/A,N/A
FCAN,1st Tr EXCHANGE/CA ALPHADEX FD,USD
FCAN.MX,Fiat Chrysler Automobiles NV,MXN
FCAP,"First Capital, Inc.",USD
FCAU,Fiat Chrysler Automobiles NV,USD
FCB,FCB Financial Holdings Inc,USD
FCBC,First Community Bancshares Inc,USD
FCBE,N/A,N/A
FCBI,Frederick County Bancorp (MD),USD
FCBK,N/A,N/A
FCBP,First Choice Bancorp,USD
FCBS,N/A,N/A
FCC.F,Fomento de Construcciones y Contratas SA,EUR
FCC.MC,Fomento de Construcciones y Contratas SA,EUR
FCC.V,First Cobalt Corp,CAD
FCCG,Fog Cutter Capital Group Inc.,USD
FCCN,Spectral Capital Corp. Common Stock,USD
FCCN.L,French Connection Group,GBX
FCCO,First Community Corporation,USD
FCCQ11.SA,FIP CONQUESTCI,BRL
FCCT,1st Cmnty Corp/SH SH,USD
FCCTO,1st Cmnty Corp/PFD sh S B,USD
FCCTP,1st Cmnty Corp/PFD sh S A,USD
FCCY,1st Constitution Bancorp,USD
FCE.A,Forest City Realty Trust Inc,USD
FCEF,1st Tr EXCHANGE/CEF IN OPPTY ETF,USD
FCEL,FuelCell Energy Inc,USD
FCEL.SW,N/A,N/A
FCELB,FUELCELL ENERGY/EXGBL PFD sh S B,USD
FCEPP,N/A,N/A
FCF,First Commonwealth Financial,USD
FCF.V,Founders Advantage Capital Corp,CAD
FCFP,N/A,N/A
FCFS,FirstCash Inc,USD
FCFS.MX,FirstCash Inc,MXN
FCG,First Trust ISE Revere Natural Gas (ETF),USD
FCG.AX,Frontier Capital Group Ltd,AUD
FCG.NZ,Fonterra Co-operative Group Limited,NZD
FCGN,FCG Inc/SH,USD
FCGN.F,UpSnap Inc,EUR
FCGYF,N/A,N/A
FCH,N/A,N/A
FCHAF,N/A,N/A
FCHS,First Choice Healthcare Solutions Inc,USD
FCI.L,F&C Capital & Income Investment Trust,GBX
FCIC,FCCC Inc,USD
FCIF.L,Funding Circle SME Income Fund Ltd,GBX
FCIT,1st CITRUS BANC/SH SH,USD
FCL.NS,Fineotex Chemical Ltd,INR
FCLF,N/A,N/A
FCMC.PA,Fermiere Du Casino Municipal Cannes SA,EUR
FCMGF,Firm Capital Mortgage Investment Corp,USD
FCMKF,Funcom N.V.,USD
FCMUF,N/A,N/A
FCN,"FTI Consulting, Inc.",USD
FCNCA,First Citizens BancShares Inc. Class A,USD
FCNCB,First Citizens BancShares Inc. Class B,USD
FCNE,Four Corners Inc,USD
FCNH,N/A,N/A
FCO,Aberdeen Global Income Fund Inc,USD
FCOB,1ST COLONIAL BA/SH SH,USD
FCODF,Financiere de l'Odet SA,USD
FCOGF,N/A,N/A
FCOM,FID COVINGTON T/MSCI TELECOMMUNICAT,USD
FCOR,FID MERRIMACK S/CORPORATE BD ETF,USD
FCPA,N/A,N/A
FCPB,1st Cap BANCSHA/SH SH,USD
FCPS,N/A,N/A
FCPT,Four Corners Property Trust Inc,USD
FCPT.L,F&C Commercial Property Trust Ltd,GBX
FCQ.F,"FTI Consulting, Inc.",EUR
FCR.AX,N/A,N/A
FCR.L,N/A,N/A
FCR.TO,First Capital Realty Inc,CAD
FCRDF,N/A,N/A
FCRE,Fc Global Realty Inc,USD
FCRE.L,F&C UK Real Estate Investments Ltd,GBX
FCREY,Fletcher Building Limited (ADR),USD
FCRGF,First Capital Realty Inc,USD
FCRM,FRANKLIN Cr Mgm/SH,USD
FCRM.L,Fulcrum Utility Services Ltd,GBX
FCRU.L,ETFS COMM/LONGER DATED WTI CRUD,USD
FCS.F,N/A,N/A
FCS.L,F&C Global Smaller Companies PLC,GBX
FCS.UN.TO,FAIRCOURT SPLIT TRUST UNT,CAD
FCSB,N/A,N/A
FCSC,Fibrocell Science Inc,USD
FCSMF,Focus Graphite Inc,USD
FCSOF,N/A,N/A
FCSS.L,Fidelity China Special Situations PLC,GBX
FCSSOFT.NS,FCS Software Solutions Limited,INR
FCT,First Trust Senior Fltng Rate Incm Fd II,USD
FCT.AX,Firstwave Cloud Technology Ltd,AUD
FCT.F,MyPhotoAlbum Inc,EUR
FCT.MI,Fincantieri SpA,EUR
FCTY,N/A,N/A
FCU.TO,Fission Uranium Corp,CAD
FCUUF,Fission Uranium Corp,USD
FCUV,Focus Universal Inc,USD
FCV.F,"F.C.C. CO., LTD.",EUR
FCV.V,N/A,N/A
FCVA,N/A,N/A
FCVT,1ST TR EXCHANGE/SSI STRATEGIC CONV,USD
FCW.B.TO,FRST AST CMBRG GBL DIV UNHDG UNT ETF,CAD
FCWT,N/A,N/A
FCX,Freeport-McMoRan Inc,USD
FCX.BA,N/A,N/A
FCX.MX,Freeport-McMoRan Inc,MXN
FCX.SW,Freeport-McMoRan Inc,CHF
FCXO34.SA,FREEPORT-MCMORA/SH SH,BRL
FCY.B.TO,FRST AST CMBRG CORE US UNHDG UNT ETF,CAD
FCY.TO,FIRST ASSET CAMBRDG CORE US UNT ETF,CAD
FCZ.F,FTD Companies Inc,EUR
FD5N.F,Sonic Foundry Inc,EUR
FDA.F,"Akorn, Inc.",EUR
FDA.MI,Fidia,EUR
FDBC,Fidelity D&D Bancorp,USD
FDBK.L,Feedback plc,GBX
FDBL,Friendable Inc,USD
FDC,First Data Corp,USD
FDC.NS,F D C Ltd,INR
FDCFF,Forum Energy Metals Corp,USD
FDD,First Trust DJ STOX Sel Div 30 IDX (ETF),USD
FDD.F,N/A,N/A
FDDXD,N/A,N/A
FDE.MI,Frendy Energy SpA,EUR
FDE.TO,FT ALPHADEX EMG MKT DIV COM UNT ETF,CAD
FDEF,First Defiance Financial,USD
FDES11.SA,FDO DESENV ESPIRITO SANTO CEF,BRL
FDEU,First Trust Dynamic Europe Eqty Incm Fd,USD
FDEV.L,Frontier Developments PLC,GBX
FDG.F,Ei Towers SpA,EUR
FDGMF,Tango Mining Ltd,USD
FDGRF,Fidessa Group plc,USD
FDGRY,N/A,N/A
FDHC,Fidelity Holding Corp,USD
FDI.L,Firestone Diamonds PLC,GBX
FDIS,FID COVINGTON T/MSCI CONSUMER DISCR,USD
FDIT,Findit Inc,USD
FDIV,1ST TR EXCHANGE/STRATEGIC IN ETF,USD
FDK.F,American States Water Co,EUR
FDL,First Trust Morningstar Divid Ledr (ETF),USD
FDL.L,Findel plc,GBX
FDL.PA,N/A,N/A
FDLB,N/A,N/A
FDLO,FID COVINGTON T/LOW VOLATILITY FACT,USD
FDM.AX,Freedom Oil and Gas Ltd,AUD
FDM.F,Fresh Del Monte Produce Inc,EUR
FDM.L,FDM Group (Holdings) PLC,GBX
FDMCF,N/A,N/A
FDML,N/A,N/A
FDMO,FID COVINGTON T/MOMENTUM FACTOR ETF,USD
FDMO34.SA,FORD MOTORS BDR,BRL
FDN,First Trust DJ Internet Index Fund (ETF),USD
FDN.F,EnerSys,EUR
FDN.L,SHS CL-CLASS A USD ACC USD,GBX
FDNB,N/A,N/A
FDO.F,Macy's Inc,EUR
FDOC,N/A,N/A
FDP,Fresh Del Monte Produce Inc,USD
FDP.L,First Derivatives plc,GBX
FDPA.PA,N/A,N/A
FDQ.F,N/A,N/A
FDR.MC,Fluidra SA,EUR
FDR.PA,N/A,N/A
FDRR,FID COVINGTON T/DIVID ETF FOR RISIN,USD
FDRVF,First Derivatives plc,USD
FDS,FactSet Research Systems Inc.,USD
FDSA.L,Fidessa Group plc,GBX
FDT,1st Tr EXCHANGE/DEV MKTS EX US ALPH,USD
FDTS,1st Tr EXCHANGE/DEVELOPED MKTS EX-U,USD
FDU.F,"Commercial Vehicle Group, Inc.",EUR
FDUS,Fidus Investment Corp,USD
FDV.AX,Frontier Digital Ventures Ltd,AUD
FDV.F,Digirad Corporation,EUR
FDVA,FREEDOM Bk OF V/SH SH,USD
FDVF,N/A,N/A
FDVV,FID COVINGTON T/CORE DIVID ETF,USD
FDX,FedEx Corporation,USD
FDX.AX,Frontier Diamonds Ltd,AUD
FDX.DE,FedEx Corporation,EUR
FDX.F,FedEx Corporation,EUR
FDX.MX,FedEx Corporation,MXN
FDX.SW,FedEx Corporation,CHF
FDXB34.SA,FEDEX CORPORATION BDR,BRL
FE,FirstEnergy Corp.,USD
FE2.F,N/A,N/A
FE4.F,Franklin Electric Co.,EUR
FE5.F,N/A,N/A
FE7.F,FirstEnergy Corp.,EUR
FE8.AX,Faster Enterprises Ltd,AUD
FEBHF,N/A,N/A
FEC.TO,Frontera Energy Corp,CAD
FECHF,N/A,N/A
FED.CO,Fast Ejendom Danmark A S,DKK
FED.MI,GIORGIO FEDON E/AZ EUR 2.58,EUR
FED.PA,N/A,N/A
FEDC,N/A,N/A
FEDERALBNK.NS,Federal Bank Ltd,INR
FEDF.L,LYX.FED FUNDS US/USD,USD
FEDG.L,LYX.FED FUNDS US/USD,GBX
FEDU,Four Seasons Edu (Cayman) Inc ADR,USD
FEE1.F,N/A,N/A
FEEL.CO,Feelgood Svenska AB (publ),SEK
FEERF,N/A,N/A
FEES.ME,FSK YeES PAO,RUB
FEET.L,Fundsmith Emerging Equities Trust PLC,GBX
FEEU,N/A,N/A
FEEXF,Ferrexpo Plc,USD
FEG.F,"Ferrellgas Partners, L.P.",EUR
FEHZY,N/A,N/A
FEI,First Trust MLP and Energy Income Fund,USD
FEI.AX,FE Investments Group Ltd,AUD
FEIC,N/A,N/A
FEIM,"Frequency Electronics, Inc.",USD
FEL.AX,Fe Limited,AUD
FEL.PA,N/A,N/A
FELE,Franklin Electric Co.,USD
FELP,Foresight Energy LP,USD
FELTF,Fuji Electric Co Ltd,USD
FELTY,FUJI Elec HOLDI/ADR,USD
FEM,1st Tr EXCHANGE/EMERGING MKTS ALPHA,USD
FEM.PA,Aufeminin.com SA,EUR
FEM.V,N/A,N/A
FEMA.F,"Acorn International, Inc. (ADR)",EUR
FEMB,1ST TR EXCHANGE/EMERGING MKTS LOC C,USD
FEMQ.L,FID UCIT/SHS CL-ACC USD,GBP
FEMS,1st Tr EXCHANGE/EMERGING MKTS SMALL,USD
FEMSAUB.MX,FEMSA/BRSH  MXN,MXN
FEMSAUBD.MX,"Fomento Economico Mexicano, SAB de CV Unit",MXN
FEMU.L,1ST TR GB/SHS CL-A USD,USD
FEN,First Trust Energy Income & Growth Fund,USD
FEN.L,Frenkel Topping Group Plc,GBX
FEN.V,N/A,N/A
FENC,Fennec Pharmaceuticals Inc,USD
FENER.IS,Fenerbahce Futbol AS,TRY
FENG,Phoenix New Media Ltd ADR,USD
FENIS.IS,N/A,N/A
FENR.L,N/A,N/A
FENX,N/A,N/A
FENY,FID COVINGTON T/MSCI ENERGY IX ETF,USD
FENYF,N/A,N/A
FEO,First Trust/aberdeen Emerging Oppo,USD
FEO.V,Oceanic Iron Ore Corp,CAD
FEOTF,N/A,N/A
FEOVF,Oceanic Iron Ore Corp,USD
FEP,1st Tr EXCHANGE/EUROPE ALPHADEX FD,USD
FEQD.L,FID UCIT/SHS CL-ACC EUR,GBP
FEQP.L,FID UCIT/SHS CL-ACCUMG GBP,GBP
FER.MC,Ferrovial SA,EUR
FERG.L,Ferguson Plc,GBX
FERN.MX,Ferrovial SA,MXN
FERR.BA,Ferrum S.A. de Ceramica y Metalurgia Class B,ARS
FES,N/A,N/A
FESA3.SA,Companhia de Ferro Ligas da Bah Frbs,BRL
FESA4.SA,Companhia de Ferro Ligas da Bah Frbs Preference Shares,BRL
FESH.ME,Dal'nevostochnoye Morskoye Parkhdstv PAO,RUB
FESNF,First Real Estate Investment Trust,USD
FESTF,N/A,N/A
FET,Forum Energy Technologies Inc,USD
FET.AX,Folkestone Education Trust,AUD
FET.F,Far East Consortium International Ltd.,EUR
FETLF,N/A,N/A
FETM,Fentura Financial Inc.,USD
FEU,SPDR STOXX Europe 50 ETF,USD
FEU.F,N/A,N/A
FEUZ,1st Tr EXCHANGE/EUROZONE ALPHADEX E,USD
FEV.DE,FORTEC Elektronik AG,EUR
FEV.F,FORTEC Elektronik AG,EUR
FEV.L,Fidelity European Values plc,GBX
FEVR.L,Fevertree Drinks PLC,GBX
FEW.F,Funkwerk AG,EUR
FEX,First Trust Large Cap Core Alp Fnd (ETF),USD
FEX.F,Ferrexpo Plc,EUR
FEX.V,Fjordland Exploration Inc.,CAD
FEXD.L,1ST TR GB/SHS CL-B USD,GBX
FEXU.L,4th TR GB/SHS CL-A USD,USD
FEXXF,Fjordland Exploration Inc.,USD
FEY1.F,FuelCell Energy Inc,EUR
FEYE,FireEye Inc,USD
FEYE.SW,N/A,N/A
FEZ,SPDR EURO STOXX 50 ETF,USD
FF,FutureFuel Corp.,USD
FF.TO,First Mining Gold Corp,CAD
FF.V,N/A,N/A
FFA,First Trust Enhanced Equity Income Fund,USD
FFARMS.CO,FirstFarms A/S,DKK
FFBC,First Financial Bancorp,USD
FFBW,FFBW Inc,USD
FFC,Flaherty&Crumrine Prfrd Scts Incm Fd Inc,USD
FFC.AX,FarmaForce Ltd,AUD
FFCI11.SA,FDO INV IMOB RIO BRAVO RENDA COR ETF,BRL
FFDF,FFD Financial Corporation,USD
FFF.V,55 North Mining,N/A
FFG,FBL Financial Group,USD
FFG.AX,Fatfish Internet Group Ltd,AUD
FFGRF,N/A,N/A
FFH.TO,Fairfax Financial Holdings Ltd Subordinate Voting Shares,CAD
FFH.U.TO,Fairfax Financial Holdings Ltd Subordinate Voting Shares,USD
FFHD,N/A,N/A
FFHG,N LIGHTS Fd Tr/FORMULA FOLIOS HEDG,USD
FFHL,"Fuwei Films (Holdings) Co., Ltd",USD
FFHN.MX,Fairfax Financial Holdings Ltd Subordinate Voting Shares,MXN
FFI.AX,FFI Holdings Ltd,AUD
FFI.L,FFI Holdings PLC,GBX
FFI.SW,Formulafirst Ltd.,CHF
FFI.UN.TO,Flaherty & Crumrine Invt Grd Fxd Inc Fnd,CAD
FFIC,Flushing Financial Corporation,USD
FFIN,First Financial Bankshares Inc,USD
FFIU,SPINNAKER ETF S/FIELDSTONE UVA UNCO,USD
FFIV,"F5 Networks, Inc.",USD
FFIV.MX,"F5 Networks, Inc.",MXN
FFKRL.IS,N/A,N/A
FFKT,Farmers Capital Bank Corp,USD
FFLO,Free Flow Inc,USD
FFM.V,N/A,N/A
FFMGF,First Mining Gold Corp,USD
FFMH,First Farmers & Merchants Corp,USD
FFN.TO,North American Financial 15 Split Corp Class A,CAD
FFNGY,N/A,N/A
FFNM,N/A,N/A
FFNW,"FIRST FINANCIAL NORTHWEST, INC.",USD
FFP.PA,FFP SA,EUR
FFR,First Trust FTSE EPRA G R E Idx Fd (ETF),USD
FFSG,N LIGHTS Fd Tr/FORMULAFOLIOS SMART,USD
FFSL,N/A,N/A
FFT.AX,N/A,N/A
FFTG,N LIGHTS Fd Tr/FORMULAFOLIOS TACTI,USD
FFTI,N LIGHTS Fd Tr/FORMULA FOLIOS In E,USD
FFTY,INNOVATOR ETFS/IBD 50 ETF,USD
FFUSF,N/A,N/A
FFW.NZ,Foley Family Wines Ltd,NZD
FFWC,FFW Corporation,USD
FFWD.L,FastForward Innovations Ltd,GBX
FFWM,First Foundation Inc,USD
FFX.L,Fairfx Group PLC,GBX
FFXDF,Fairfax India Holdings Corp,USD
FFXLF,N/A,N/A
FFY.L,N/A,N/A
FG,FGL Holdings,USD
FG.V,Falcon Gold Corp,CAD
FG1.F,Antofagasta plc,EUR
FG5.F,Metals X Limited,EUR
FG8.F,"Extra Space Storage, Inc.",EUR
FG9.F,"Cohen & Steers, Inc.",EUR
FGA.F,"American Campus Communities, Inc.",EUR
FGA.PA,Figeac Aero SARL,EUR
FGB,First Trust Spclty Fin & Fncl Opptnts Fd,USD
FGBI,"First Guaranty Bancshares, Inc.",USD
FGBL.L,1ST TR GB/SHS CL-A USD,GBX
FGC.V,Frontline Gold Corporation,CAD
FGC1.F,Kite Realty Group Trust,EUR
FGD,First Trust DJ Gbl Sel Divd IdxFnd (ETF),USD
FGD.F,N/A,N/A
FGD.V,First Global Data Ltd,CAD
FGELF,FUJITSU GENERAL LIMITED,USD
FGEN,FibroGen Inc,USD
FGEN.MX,FibroGen Inc,MXN
FGETF,Flight Centre Travel Group Ltd,USD
FGF.AX,First Growth Funds Ltd,AUD
FGF.V,N/A,N/A
FGFH,Foresight Financial Group Inc,USD
FGG.AX,Future Generation Global Invstmnt Co Ltd,AUD
FGH.F,N/A,N/A
FGI.AX,N/A,N/A
FGL.JO,Finbond Group Ltd,ZAC
FGM,1st Tr EXCHANGE/GERMANY ALPHADEX FD,USD
FGNT,Fragrancenet Com Inc,USD
FGO.AX,Flamingo AI Ltd,AUD
FGOVF,Freegold Ventures Ltd,USD
FGP,"Ferrellgas Partners, L.P.",USD
FGP.L,FirstGroup plc,GBX
FGPN.F,"Ambac Financial Group, Inc.",EUR
FGQD.L,FID UCIT/SHS CL-INM USD,GBX
FGQI.L,FID UCIT/SHS CL-INM USD,USD
FGR.AX,First Graphene Ltd,AUD
FGR.F,FirstGroup plc,EUR
FGR.PA,Eiffage SA,EUR
FGROF,FirstGroup plc,USD
FGROY,FIRSTGROUP/ADR,USD
FGT.DE,N/A,N/A
FGT.F,Fenghua SoleTech AG,EUR
FGT.L,Finsbury Growth & Income Trust PLC,GBX
FGWLF,Flughafen Wien AG,USD
FGX.AX,Future Generation Investment Company Ltd,AUD
FGX.TO,Faircourt Gold Income Corp.,CAD
FGY.F,N/A,N/A
FH0.F,Forgame Holdings Ltd,EUR
FH21.F,Takarek Jelzalogbank Nyrt,EUR
FHB,First Hawaiian Inc,USD
FHBC,FERNHILL BEVERA/SH,USD
FHC.TO,FRST TRST ALPHDX CONS SC INX UNT ETF,CAD
FHD.TO,FRST TRST ALPX CNS DS SC INX UNT ETF,CAD
FHE.TO,FRST TRST ALPHDX ENGY SC INX UNT ETF,CAD
FHER3.SA,Fertilizantes Heringer SA,BRL
FHF.TO,FRST TRST ALPHDX FINL SC INX UNT ETF,CAD
FHG.TO,FRST TRST ALPHDX INDS SC INX UNT ETF,CAD
FHGDF,Founder Holdings Limited,USD
FHH.TO,FRST TRST ALPHDX HLTH SC INX UNT ETF,CAD
FHHGF,Foschini Group Ltd,USD
FHI.L,F&C UK/PAR 0.001,GBX
FHIB.L,F&C UK/PAR 0.001,GBX
FHIPO14.MX,N/A,N/A
FHIU.L,F&C UK/UT UNITS(COMP 3'A'ORD& 1'B'O,GBX
FHK,1st Tr EXCHANGE/HONG KONG ALPHADEX,USD
FHL.F,Federal Home Loan Mortgage Corp,EUR
FHLB,FRIENDLY HILLS/SH SH,USD
FHLC,FID COVINGTON T/MSCI HEALTH CARE IX,USD
FHLIF,N/A,N/A
FHM.TO,FRST TRST ALPHDX MATR SC INX UNT ETF,CAD
FHN,First Horizon National Corp,USD
FHN-A,FRST DS REP 0.25 SRS A NON CUM PRF,USD
FHNIY,Foschini Group Ltd (ADR),USD
FHQ.TO,FRST TRST ALPHDX TECH SC INX UNT ETF,CAD
FHR.F,Foresight Energy LP,EUR
FHRT,First Hartford Corporation,USD
FHS.AX,Freehill Mining Ltd,AUD
FHU.TO,FRST TRST ALPHDX UTLT SC INX UNT ETF,CAD
FHW.F,Fernheizwerk Neukoelln AG,EUR
FHY,N/A,N/A
FHZN.SW,Flughafen Zuerich AG,CHF
FI,Franks International NV,USD
FI-N.SW,Georg Fischer AG,CHF
FI5.F,First Financial Bancorp,EUR
FIA1S.HE,N/A,N/A
FIBCF,First Bauxite Corporation,USD
FIBH,1st BANCSHARES/SH,USD
FIBI.TA,FIBI Holdings Ltd,ILA
FIBK,First Interstate Bancsystem Inc,USD
FIBR,ISHARES TR/EDGE U S FXD IN BAL,USD
FIBR.TA,N/A,N/A
FIBR3.SA,Fibria Celulose SA,BRL
FIBRAHD15.MX,Fibra HD Servicios SC,MXN
FIBRAMQ12.MX,Macquarie Mexico Real Estate Mgt SA d CV,MXN
FIBRAPL14.MX,Prologis Property Mexico SA de CV,MXN
FIC.MI,First Capital SpA,EUR
FIC.TO,N/A,N/A
FICO,Fair Isaac Corporation,USD
FID.AX,Fiducian Group Ltd,AUD
FID.PA,N/A,N/A
FIDS,FNB Inc OH/SH,USD
FIDU,FID COVINGTON T/MSCI INDL IX ETF,USD
FIE.DE,Fielmann AG,EUR
FIE.F,Fielmann AG,EUR
FIE.SW,Fielmann AG,CHF
FIE.TO,ISHARES CAD FIN MNTHLY COM UNT ETF,CAD
FIEB,1ST IC CORP/SH,USD
FIEC,FRONTIER NATL ORD,USD
FIED,N/A,N/A
FIEE,UBS FI ENHANCED EUROPE 50 ETN,USD
FIEG,DB FI ENHAN GLOBAL HIGH YIELD ETN,USD
FIEMIND.NS,Fiem Industries Ltd,INR
FIEU,Cr SUISSE AG NA/FI ENHANCED EUROPE,USD
FIF,1st Tr ENERGY I/SH,USD
FIF.L,Finsbury Food Group plc,GBX
FIG.AX,Freedom Insurance Group Ltd,AUD
FIG.MX,N/A,N/A
FIG.U.TO,FIRST ASSET INVESTMENT GRADE ETF,USD
FIGE3.SA,Investimentos Bemge SA,BRL
FIGE4.SA,Investimentos Bemge SA Preference Shares,BRL
FIGR,N/A,N/A
FIGS11.SA,FDO INV IMOB GENERAL SHOPPING ATIVO E RENDA ETF,BRL
FIGY,N/A,N/A
FIH.L,FIH Group PLC,GBX
FIH.U.TO,Fairfax India Holdings Corp,USD
FIH2.F,Goldin Financial Holdings Ltd,EUR
FIHD,UBS AG LONDON B/FI ENHANCED Glb Hig,USD
FIHO12.MX,Fibra Hotel,MXN
FII,Federated Investors Inc,USD
FII.PA,LISI SA,EUR
FIIB11.SA,FDO INV IMO INDUSTRIAL DO BRASIL ETF,BRL
FIIP11B.SA,N/A,N/A
FIISO,N/A,N/A
FIIT,1st Sec Inc KY/SH,USD
