Symbol,Name,Currency
FILA.MI,FILA Fabbrica Italiana Lapis d Affni SpA,EUR
FILATEX.NS,Filatex India Limited,INR
FILL,ISHARES Inc/MSCI GLB ENERGY PRO,USD
FIM.PA,N/A,N/A
FIN.NZ,Finzsoft Solutions Limited,NZD
FINAMEXO.MX,Casa de Bolsa Finamex SAB de CV,MXN
FINCABLES.NS,Finolex Cables Ltd,INR
FIND,"FindEx.com, Inc.",USD
FIND.L,ETFS COMM/LONGER DATED IM DJ-UB,USD
FIND11.SA,N/A,N/A
FINDEP.MX,Financiera Independenci SAB d CV SFM ENR,MXN
FINF11.SA,FII INFRA RECI,BRL
FING-B.CO,Fingerprint Cards AB,SEK
FING.L,MULTI UNITS LUX-LY./USD,GBX
FINGF,Finning International Inc.,USD
FINL,N/A,N/A
FINM.PA,Financiere Marjos SA,EUR
FINMF,Leonardo SpA,USD
FINMY,LEONARDO FINMEC/ADR,USD
FINN,First National Of Nebraska,USD
FINN13.MX,Administradora de Activos Fibra Inn SC,MXN
FINPIPE.NS,Finolex Industries Ltd,INR
FINU,PROSHARES TR/ULTRAPRO FINL SELEC,USD
FINW.L,MULTI UNITS LUX-LY./USD,USD
FINX,GLB X FUNDS/FINTECH THEMATIC ET,USD
FINZ,PROSHARES TR/ULTRAPRO SHORT FINL,USD
FIPL.BA,Fiplasto S.A. Class B,ARS
FIPP.L,Frontier IP Group Plc,GBX
FIPP.PA,F I P P SA,EUR
FIQT.F,Brightoil Petroleum Holdings Limited,EUR
FIR.F,Fireswirl Technologies Inc,EUR
FIRM,N/A,N/A
FIRRF,FIRST TRACTOR/Shs H Vtg 1.00,USD
FIRRY,1st TRACTOR Co/ADR,USD
FIRSTLEASE.NS,N/A,N/A
FIRSTWIN.NS,First Winner Industries Ltd.,INR
FIRT,N/A,N/A
FIRZF,Firebird Resources Inc,USD
FIS,Fidelity National Information Servcs Inc,USD
FISB,1st Capital Bank,USD
FISD11.SA,SAO DOMINGOS FDO INV IMOB CF,BRL
FISH.JK,FKS Multi Agro Tbk PT,IDR
FISH.L,Fishing Republic PLC,GBX
FISH.V,Sailfish Royalty Corp,CAD
FISI,"Financial Institutions, Inc.",USD
FISK,Empire State Realty OP LP Unit Series 250,USD
FISN.F,Finisar Corporation,EUR
FISOF,Fission 3.0 Corp,USD
FISV,Fiserv Inc,USD
FISV.MX,Fiserv Inc,MXN
FIT,Fitbit Inc,USD
FITB,Fifth Third Bancorp,USD
FITBI,FIFTH DS REP 1/1000TH SRS I PERP PRF,USD
FITX,Creative Edge Nutrition Inc,USD
FIV,1st Tr Sr FR 20/COM SHS,USD
FIV.F,Fiserv Inc,EUR
FIVE,Five Below Inc,USD
FIVN,Five9 Inc,USD
FIVN11.SA,FDO INV IMOB VIDA NOVA - FII,BRL
FIW,First Trust ISE Water Index Fund (ETF),USD
FIX,"Comfort Systems USA, Inc.",USD
FIX.V,Firebird Resources Inc,CAD
FIXD,1st Tr EXCHANGE/TCW OPPORTUNISTIC F,USD
FIXX,Homology Medicines Inc,USD
FIXX11.SA,FDO INV IMOB FATOR IFIX ETF,BRL
FIZN,First Citizens BancShares Inc,USD
FIZZ,National Beverage Corp.,USD
FJ3.F,"FUJIMORI KOGYO CO.,LTD",EUR
FJBHF,N/A,N/A
FJC.F,"FUJITEC CO.,LTD.",EUR
FJE.F,Fuji Electric Co Ltd,EUR
FJET.L,Fastjet PLC,GBX
FJG.F,"Electric Power Development Co., Ltd.",EUR
FJI.F,FUJIFILM Holdings Corp,EUR
FJK.F,Fujikura Ltd,EUR
FJKNF,N/A,N/A
FJP,1st Tr EXCHANGE/JAPAN ALPHADEX FD,USD
FJTA10.SA,N/A,N/A
FJTA3.SA,Forjas Taurus SA,BRL
FJTA4.SA,Forjas Taurus SA Preference Shares,BRL
FJTA9.SA,N/A,N/A
FJTCY,FUJITEC Co Ltd/ADR,USD
FJTNF,Fuji Media Holdings Inc,USD
FJTNY,FUJI MEDIA HOLD/ADR,USD
FJTSF,Fujitsu Ltd,USD
FJTSY,Fujitsu Ltd (ADR),USD
FJV.L,Fidelity Japan Trust PLC,GBX
FJVPF,N/A,N/A
FJXLF,Fujix Ltd,USD
FJZ.F,ZIJIN MNG GRP/Shs H Vtg 0.10,EUR
FK2.F,Franks International NV,EUR
FKA.F,Furukawa Electric Co Ltd,EUR
FKA.VI,Frauenthal Holding AG,EUR
FKC.F,Focus Graphite Inc,EUR
FKCIF,N/A,N/A
FKE.F,Valens Holding AG,EUR
FKE.L,Fiske plc,GBX
FKGC.F,Cairn Energy PLC,EUR
FKJ1.F,Oclaro Inc,EUR
FKKFF,N/A,N/A
FKKFY,N/A,N/A
FKM.F,Aker ASA,EUR
FKO,1st Tr EXCHANGE/SOUTH KOREA ALPHADE,USD
FKP.F,N/A,N/A
FKR.DE,N/A,N/A
FKR.F,Anxin-China Holdings Ltd,EUR
FKR.MI,Falck Renewables SpA,EUR
FKRAF,Fiskars Oyj Abp,USD
FKRNF,N/A,N/A
FKSMF,N/A,N/A
FKU,1st Tr EXCHANGE/UK ALPHADEX FD,USD
FKURF,N/A,N/A
FKWL,Franklin Wireless Corporation,USD
FKYS,First Keystone Corp.,USD
FKZ.F,CPFL Energia S.A. (ADR),EUR
FL,"Foot Locker, Inc.",USD
FL1.F,N/A,N/A
FL2P.F,Flagstar Bancorp Inc,EUR
FL3.F,N/A,N/A
FL4.F,"FLIR Systems, Inc.",EUR
FL8.F,Flushing Financial Corporation,EUR
FL9.F,"CVR Energy, Inc.",EUR
FLAF,Farm Lands of Africa Inc,USD
FLAG,EXCHANGE TRADED/FLAG FORENSIC ACCOU,USD
FLAP.IS,FLAP Kongre Tplnti Hzmtlri Otmtv ve Trzm,TRY
FLAT,BARCLAYS BK IPATH US TR FLATTENR ETN,USD
FLAU,FRANKLIN TEMPLE/FRANKLIN FTSE AUS E,USD
FLB.F,Fluidigm Corporation,EUR
FLBR,FRANKLIN TEMPLE/FRANKLIN FTSE BRAZI,USD
FLC,Flaherty & Crumrine Total Return Fd Inc,USD
FLC.AX,Fluence Corporation Ltd,AUD
FLCA,FRANKLIN TEMPLE/FRANKLIN FTSE CA ET,USD
FLCH,FRANKLIN TEMPLE/FRANKLIN FTSE CHINA,USD
FLCI.TO,FRANKLIN LBRTY CAD INVST GRD UNT ETF,CAD
FLCO,FRANKLIN TEMPLE/LIBERTY INVT GRADE,USD
FLDM,Fluidigm Corporation,USD
FLE.PA,Fleury Michon SA,EUR
FLEE,FRANKLIN TEMPLE/FRANKLIN FTSE EUROP,USD
FLEH,FRANKLIN TEMPLE/FRANKLIN FTSE EUROP,USD
FLEU,BRCLYS ETN FI ENHNC EUR SRS B ETN,USD
FLEW,FLEETWOOD Bk Co/SH CAP SH,USD
FLEX,Flex Ltd,USD
FLEX.PA,FleXos SA,EUR
FLEXITUFF.NS,Flexituff International Ltd,INR
FLEXN.MX,Flex Ltd,MXN
FLFL.NS,Future Lifestyle Fashions Ltd,INR
FLFR,FRANKLIN TEMPLE/FRANKLIN FTSE FRANC,USD
FLGB,FRANKLIN TEMPLE/FRANKLIN FTSE UK ET,USD
FLGE,SUISSE FI LARGE CAP GROWTH ENHND ETN,USD
FLGR,FRANKLIN TEMPLE/FRANKLIN FTSE GERMA,USD
FLGT,Fulgent Genetics Inc,USD
FLHK,FRANKLIN TEMPLE/FRANKLIN FTSE HONG,USD
FLI.F,Flight Centre Travel Group Ltd,EUR
FLI.NZ,N/A,N/A
FLI.TO,FIRST ASSET US CANADA LIFECO INC ETF,CAD
FLIC,First of Long Island Corp,USD
FLIDF,FLSmidth & Co. A/S,USD
FLIDY,FLSMIDTH & Co A/ADR,USD
FLIO,FRANKLIN TEMPLE/LIBERTY INTL OPPORT,USD
FLIR,"FLIR Systems, Inc.",USD
FLIVF,Foreign & Colonial  Investment Trust PLC,USD
FLIY,FRANKLIN TEMPLE/FRANKLIN FTSE ITALY,USD
FLJH,FRANKLIN TEMPLE/FRANKLIN FTSE JAPAN,USD
FLJP,FRANKLIN TEMPLE/FRANKLIN FTSE JAPAN,USD
FLK.AX,Folkestone Limited,AUD
FLK.L,Fletcher King plc,GBX
FLKDF,N/A,N/A
FLKI,Falken Industries Ltd(NDA),USD
FLKKF,Frankly Inc,USD
FLKM,FlikMedia Inc,USD
FLKOF,N/A,N/A
FLKR,FRANKLIN TEMPLE/FRANKLIN FTSE SOUTH,USD
FLKS,Flex Pharma Inc,USD
FLL,"Full House Resorts, Inc.",USD
FLLIY,FOLLI FOLLIE Gr/ADR,USD
FLLV,FRANKLIN TEMPLE/LIBERTY US LOW VOLA,USD
FLM,First Trust ISE Glbl Eng & C Indx (ETF),USD
FLMA11.SA,FDO S F LIMA CI CF,BRL
FLMB,FRANKLIN TEMPLE/LIBERTY MUN BD ETF,USD
FLMCQ,N/A,N/A
FLMI,FRANKLIN TEMPLE/LIBERTY INTER MUN O,USD
FLMJF,N/A,N/A
FLML,N/A,N/A
FLMNF,N/A,N/A
FLMP,FLAME SEAL PROD/SH,USD
FLMTF,Full Metal Minerals Ltd.,USD
FLMX,FRANKLIN TEMPLE/FRANKLIN FTSE MEXIC,USD
FLN,1st Tr EXCHANGE/LATIN AMER ALPHADEX,USD
FLN.AX,Freelancer Ltd,AUD
FLN.DE,N/A,N/A
FLN.F,Admiral Group plc,EUR
FLNCF,Freelancer Ltd,USD
FLNDF,N/A,N/A
FLNT,Fluent Inc,USD
FLNXF,N/A,N/A
FLO,"Flowers Foods, Inc.",USD
FLO.PA,Groupe Flo SA,EUR
FLO5.L,ISHS II/SHS CL-DISTRG USD,GBX
FLOB.BR,N/A,N/A
FLOD,FLOWERY GOLD Mn/SH,USD
FLOE.L,ISHS II/SHS CL-DISTRG EUR,EUR
FLOS.L,ISHS II/SHS GBP,GBX
FLOT.L,ISHS II/SHS CL-DISTRG USD,USD
FLOW,SPX Flow Inc,USD
FLOW.PA,Flow Traders NV,EUR
FLQD,FRANKLIN TEMPLE/LIBERTYQ Glb DIVID,USD
FLQE,FRANKLIN TEMPLE/LIBERTYQ EMERGING M,USD
FLQG,FRANKLIN TEMPLE/LIBERTYQ Glb EQUITY,USD
FLQH,FRANKLIN TEMPLE/LIBERTYQ INTL EQUIT,USD
FLQL,FRANKLIN TEMPLE/LIBERTYQ U S EQUITY,USD
FLQM,FRANKLIN TEMPLE/LIBERTYQ U S MID CA,USD
FLQS,FRANKLIN TEMPLE/LIBERTYQ U S SM CAP,USD
FLR,Fluor Corporation (NEW),USD
FLR.MX,Fluor Corporation (NEW),MXN
FLRAF,Essentra PLC,USD
FLRM.TO,FRANKLIN LBRTY RSK MNG CNDN UNT ETF,CAD
FLRN,SPDR S Tr/BLOOMBERG BARCLAYS,USD
FLRT,ADVISORSHARES T/PAC ASSET ENHANCED,USD
FLRY3.SA,Fleury SA,BRL
FLS,Flowserve Corp,USD
FLS.CO,FLSmidth & Co. A/S,DKK
FLST,Fuelstream Inc,USD
FLT,"FleetCor Technologies, Inc.",USD
FLT.AX,Flight Centre Travel Group Ltd,AUD
FLTA.L,Filta Group Holdings PLC,GBX
FLTB,FID MERRIMACK S/LTD TERM BF ETF,USD
FLTCF,Filtronic Plc,USD
FLTR,VANECK VECTORS/INVT GRADE FLTG RAT,USD
FLTW,FRANKLIN TEMPLE/FRANKLIN FTSE TAIWA,USD
FLTX,N/A,N/A
FLU.F,Fluor Corporation (NEW),EUR
FLU.VI,Flughafen Wien AG,EUR
FLUG,N/A,N/A
FLUS.TO,FRANKLIN LBRTYQT US EQ INDX UNT ETF,CAD
FLUX,Flux Power Holdings Inc,USD
FLUX.BR,N/A,N/A
FLWLF,N/A,N/A
FLWS,1-800-Flowers.Com Inc,USD
FLX.L,Falanx Group Ltd,GBX
FLX.V,Fieldex Exploration Inc.,CAD
FLXE.L,FRANKLIN LIB/UT USD,GBP
FLXG.L,FRANKLIN LIB/UT USD,GBP
FLXGF,N/A,N/A
FLXI,"FlexiInternational Software, Inc.",USD
FLXN,Flexion Therapeutics Inc,USD
FLXNF,FLEX LNG Ltd,USD
FLXP,FLEXPOWER Inc/SH NEW,USD
FLXS,"Flexsteel Industries, Inc.",USD
FLXT,Flexpoint Sensor Systems,USD
FLXU.L,FRANKLIN LIB/UT USD,GBP
FLY,Fly Leasing Ltd(ADR),USD
FLY.PA,Societe Fonciere Lyonnaise SA,EUR
FLY.V,FLYHT Aerospace Solutions Ltd,CAD
FLYB.L,Flybe Group PLC,GBX
FLYBF,Flybe Group PLC,USD
FLYLF,FLYHT Aerospace Solutions Ltd,USD
FM,iShares MSCI Frontier 100 ETF,USD
FM.MI,Fiera Milano SpA,EUR
FM.TO,First Quantum Minerals Limited,CAD
FM1.F,N/A,N/A
FM6.F,First Midwest Bancorp Inc,EUR
FM8.F,N/A,N/A
FMA1.F,N/A,N/A
FMAKF,N/A,N/A
FMAO,"Farmers & Merchants Bancorp, Inc. (OH) Common Stock",USD
FMAT,FID COVINGTON T/MSCI MATLS IX ETF,USD
FMB,1st Tr EXCHANGE/MANAGED MUN ETF,USD
FMBA,N/A,N/A
FMBE,FMB EQUIBANC In/SH,USD
FMBH,"First Mid-Illinois Bancshares, Inc. Common Stock",USD
FMBI,First Midwest Bancorp Inc,USD
FMBJ,N/A,N/A
FMBL,Farmers And Merchants Bank of Long Beach,USD
FMBM,F&M Bank Corp,USD
FMBN,FARMERS & MERCH/SH CAP SH,USD
FMBP,N/A,N/A
FMBRF,N/A,N/A
FMBRY,FAMOUS BRANDS L/ADR,USD
FMC,FMC Corp,USD
FMC1.DE,Ford Motor Company,EUR
FMC1.F,Ford Motor Company,EUR
FMCB,Farmers & Merchants Bancorp (CA) Common Stock,USD
FMCC,Federal Home Loan Mortgage Corp,USD
FMCC.BA,N/A,N/A
FMCCG,FEDERAL HOME LOAN MORT FLOATING PRF,USD
FMCCH,FEDERAL HOME LOAN MORTGAGE 5.1% PRF,USD
FMCCI,FHLMC/PFD sh,USD
FMCCJ,FEDERAL HOME LN NON CUM VARIABLE PRF,USD
FMCCK,FEDERAL HOME LOAN MORTGAGE 5.79% PRF,USD
FMCCL,FHLMC/5.97% PFD sh,USD
FMCCM,FEDERAL HOME VARIABLE NON CUM PRF,USD
FMCCN,FHLMC/PFD sh,USD
FMCCO,FHLMC/5.81% PFD sh,USD
FMCCP,FEDERAL HOME LOAN MORTGAGE 6% PRF,USD
FMCCS,FHLMC/PFD sh,USD
FMCCT,FHLMC/6.42% PFD sh,USD
FMCI,N/A,N/A
FMCKI,FEDERAL HOME 6.55% NON CUM PERP PRF,USD
FMCKJ,FEDERAL HOME 8.375% NON CUM PERP PRF,USD
FMCKK,FHLMC/% EXGBL PFD sh,USD
FMCKL,FEDERAL HOME 6.02% NON CUM PERP PRF,USD
FMCKM,Federal Home Loan Mortgage Corp Preferred Shares,USD
FMCKN,FHLMC/PFD sh,USD
FMCKO,FEDERAL HOME 5.9% NON CUM PERP PRF,USD
FMCKP,FEDERAL HOME LOAN MORTGAGE 5.7% PRF,USD
FMCQF,Fresenius Medical Care AG & Co. KGaA,USD
FMCXF,Foran Mining Corporation,USD
FMD,N/A,N/A
FMDG,SPINNAKER ETF S/FIELDSTONE MERLIN D,USD
FME.DE,Fresenius Medical Care AG & Co. KGaA,EUR
FME.F,Fresenius Medical Care AG & Co. KGaA,EUR
FME.SW,Fresenius Medical Care AG & Co. KGaA,CHF
FMEA.DE,N/A,N/A
FMEA.F,Fresenius Medical Care AG & Co. (ADR),EUR
FMEN.DE,N/A,N/A
FMEN.F,N/A,N/A
FMEN.MX,Fresenius Medical Care AG & Co. KGaA,MXN
FMER,N/A,N/A
FMF,1st Tr EXCHANGE/1st TR MORNINGSTAR,USD
FMFG,Farmers and Merchants Bank (Maryland),USD
FMFP,1st Cmnty Finl/SH,USD
FMG.AX,Fortescue Metals Group Limited,AUD
FMG.V,First Mexican Gold Corp,CAD
FMGGF,N/A,N/A
FMGOETZE.NS,Federal-Mogul Goetze (India) Limited,INR
FMGXF,First Mexican Gold Corp,USD
FMH.F,N/A,N/A
FMHI,1ST TR EXCHANGE/MUN HIGH IN ETF,USD
FMI,Foundation Medicine Inc,USD
FMIA,1st MIAMI BANCO/SH,USD
FMII.JK,Fortune Mate Indonesia Tbk PT,IDR
FMIZP.IS,Federal-Mogul Izmit Piston ve Pim Uretim,TRY
FMK,1st Tr EXCHANGE/1ST TR MEGA CAP ALP,USD
FMK.DE,N/A,N/A
FMK.F,Kibaran Resources Ltd,EUR
FML.AX,Focus Minerals Ltd.,AUD
FMLP,N/A,N/A
FMMFF,Fuji Corp,USD
FMN,Federated Premier Municipal Income,USD
FMNB,Farmers National Banc Corp,USD
FMNB.F,Leonardo SpA,EUR
FMNL.NS,Future Market Networks Ltd,INR
FMO,Fiduciary/Claymore MLP Opportunity Fund,USD
FMOCF,Fomento de Construcciones y Contratas SA,USD
FMOCY,FOMENTO DE CONS/ADR,USD
FMOF11.SA,FDO INV IMOB MEMORIAL OFFICE CF,BRL
FMOO,F&M BANCORP OH/SH,USD
FMP.F,Fortune Minerals Limited,EUR
FMPG.L,F&C MANA/PAR VTG FPD 0.1,GBX
FMPI.L,F&C MANA/PAR VTG FPD 0.1,GBX
FMPR,FAME PRODUCTION/SH,USD
FMQ.F,FMC Corp,EUR
FMR.V,Fairmont Resources Inc,CAD
FMS,Fresenius Medical Care AG & Co. (ADR),USD
FMS.AX,Flinders Mines Limited,AUD
FMS.NZ,Future Mobility Solutions Ltd,NZD
FMS.SW,N/A,N/A
FMS.V,Focus Graphite Inc,CAD
FMSA,N/A,N/A
FMTB,N/A,N/A
FMTY14.MX,Fibra Mty SAPI de CV,MXN
FMU.PA,Fonciere des Murs SCA,EUR
FMV.DE,First Majestic Silver Corp.,EUR
FMV.F,First Majestic Silver Corp.,EUR
FMW.F,Veru Inc,EUR
FMX,Fomento Economico Mexicano SAB (ADR),USD
FMX.BA,N/A,N/A
FMXB34.SA,FOMENTO ECONOMICO MEXICANO SAB CV BDR,BRL
FMXUF,"Fomento Economico Mexicano, SAB de CV Unit",USD
FMY,First Trust/FIDAC Mortgage Income Fund Common Stock,USD
FMZ.F,Perfect Holding SA,EUR
FN,Fabrinet,USD
FN.TO,First National Financial Corp,CAD
FN2.F,F.N.B. Corp,EUR
FNA.F,N/A,N/A
FNAC.PA,Fnac Darty SA,EUR
FNAM,Evolutionary Genomics Inc,USD
FNAM11.SA,FD INV DA AMAZONIA CF,BRL
FNB,F.N.B. Corp,USD
FNB-E,F N B Corp FL/SH SH NV,USD
FNBG,N/A,N/A
FNBP,N/A,N/A
FNBRF,N/A,N/A
FNC.V,Fancamp Exploration Ltd,CAD
FNCB,FNCB Bancorp Inc,USD
FNCF,ISHARES Tr/EDGE MSCI MULTIFACT,USD
FNCJF,Fancamp Exploration Ltd,USD
FNCL,FID COVINGTON T/MSCI FINLS IX ETF,USD
FNCL.L,SSGA SPDR II/SHS USD,EUR
FNCRF,N/A,N/A
FNCSF,North American Financial 15 Split Corp Class A,USD
FNCTF,Orange SA,USD
FND,Floor & Decor Holdings Inc,USD
FND.AX,Finders Resources Limited,AUD
FND.F,N/A,N/A
FNDA,SCHWAB STRATEGI/SCHWAB FUNDAMENTAL,USD
FNDB,SCHWAB STRATEGI/SCHWAB FUNDAMENTAL,USD
FNDC,SCHWAB STRATEGI/SCHWAB FUNDAMENTAL,USD
FNDE,SCHWAB STRATEGI/SCHWAB FUNDAMENTAL,USD
FNDF,SCHWAB STRATEGI/SCHWAB FUNDAMENTAL,USD
FNDM,Fund.Com Inc,USD
FNDOY,F V I FONDO DE/S GDR,USD
FNDX,SCHWAB STRATEGI/SCHWAB FUNDAMENTAL,USD
FNEC,First National Energy Corporation Common Stock,USD
FNERF,N/A,N/A
FNERY,N/A,N/A
FNEVF,N/A,N/A
FNEVY,FRASER & NEAVE/ADR,USD
FNF,Fidelity National Financial Inc,USD
FNFG,N/A,N/A
FNFHF,N/A,N/A
FNFI,"First Niles Financial, Inc.",USD
FNFPA,N/A,N/A
FNFR.TA,N/A,N/A
FNG,ADVISORSHARES T/NEW TECH & MEDIA ET,USD
FNG.F,Fritz Nols AG,EUR
FNGN,N/A,N/A
FNHC,Federated National Holding Co Common Stock,USD
FNHI,Franchise Holdings International Inc,USD
FNHM,FNBH Bancorp Inc,USD
FNI,First Trust ISE ChIndia Index Fund (ETF),USD
FNI.F,Fosun International Limited,EUR
FNINF,49 North Resources Inc,USD
FNJN,Finjan Holdings Inc,USD
FNK,1st Tr EXCHANGE/MID CAP VALUE ALPHA,USD
FNKO,Funko Inc,USD
FNL.F,Fresnillo Plc,EUR
FNLC,First Bancorp Inc,USD
FNLIF,First National Financial Corp,USD
FNLPF,Fresnillo Plc,USD
FNM.MI,FNM SpA,EUR
FNM.UN.TO,N/A,N/A
FNMA,Federal National Mortgage Association,USD
FNMA.BA,N/A,N/A
FNMAG,Federal National Mortgage Association Preferred Stock,USD
FNMAH,FNMA/PFD sh S P,USD
FNMAI,FNMA/PFD sh S Q,USD
FNMAJ,FEDERAL NAT 7.625% NON CUM SRS R PRF,USD
FNMAK,FNMA/5.5% PFD sh S N,USD
FNMAL,FNMA/4.75% PFD sh S M,USD
FNMAM,Federal National Mortgage Association Preference Shares Series J,USD
FNMAN,FNMA/5.125% PFD sh S L,USD
FNMAO,FEDERAL NATL MOR VARIABLE SRS G PRF,USD
FNMAP,FNMA/PFD sh S F,USD
FNMAS,Fannie Mae/PRF,USD
FNMAT,FEDERAL NATIONAL MOR 8.25% SRS T PRF,USD
FNMFM,FNMA/5.10% PFD sh S E,USD
FNMFN,FNMA/PFD sh S O,USD
FNMFO,FNMA/5.375% PFD sh,USD
FNMN,N/A,N/A
FNMSF,N/A,N/A
FNNNF,Finnair Oyj,USD
FNNWF,N/A,N/A
FNON,Mabwe Minerals Inc,USD
FNOR11.SA,FDO INV DO NORDESTE CF,BRL
FNP.AX,Freedom Foods Group Ltd,AUD
FNR.V,49 North Resources Inc,CAD
FNRC,1st NRG Corp.,USD
FNRG,ForceField Energy Inc,USD
FNRN,First Northern Community Bancorp Common Stock,USD
FNSR,Finisar Corporation,USD
FNSYO.IS,N/A,N/A
FNT.AX,Frontier Resources Ltd.,AUD
FNTCU,N/A,N/A
FNTE,N/A,N/A
FNTN.DE,freenet AG,EUR
FNTN.F,freenet AG,EUR
FNTN.SW,freenet AG,CHF
FNTS.PA,Finatis SA,EUR
FNTS.TA,Fantasy Network Ltd,ILA
FNTSF,N/A,N/A
FNV,Franco Nevada Corp,USD
FNV.SW,N/A,N/A
FNV.TO,Franco Nevada Corp,CAD
FNV2.F,Fraser and Neave Limited,EUR
FNWB,First Northwest BanCorp,USD
FNX,First Trust Mid Cap Core Alpha Fnd (ETF),USD
FNY,1st Tr EXCHANGE/MID CAP GR ALPHADEX,USD
FNZ.F,China Finance Online Co. (ADR),EUR
FNZ.NZ,smartFONZ,NZD
FO.V,Falcon Oil & Gas Ltd,CAD
FO4N.DE,N/A,N/A
FO4N.F,Ageas NV,EUR
FO8.F,Fortinet Inc,EUR
FOAA.F,Fonar Corporation,EUR
FOAF.PA,Compagn Fnncir del'Afrqudel'Ost AfrcnSA,EUR
FOANC,GABELLI NEXTSHA/FOOD OF ALL NATIONS,USD
FOCF,N/A,N/A
FOD.AX,Food Revolution Group Ltd,AUD
FOE,Ferro Corporation,USD
FOEAF,Fred. Olsen Energy ASA,USD
FOEAY,FRED OLSEN ENER/ADR,USD
FOEYF,N/A,N/A
FOF,"Cohen & Steers Clsd-End Optuny Fnd, Inc.",USD
FOFI,N/A,N/A
FOFN,N/A,N/A
FOFU,N/A,N/A
FOG.L,Falcon Oil & Gas Ltd,GBX
FOGL.L,N/A,N/A
FOGO,N/A,N/A
FOH.DE,N/A,N/A
FOH.F,Fred. Olsen Energy ASA,EUR
FOI-B.CO,Fenix Outdoor International AG,SEK
FOIL,N/A,N/A
FOJ1.F,Premier Foods Plc,EUR
FOJCF,Fortum Oyj,USD
FOJCY,FORTUM OYJ/ADR,USD
FOLB,N/A,N/A
FOLD,"Amicus Therapeutics, Inc.",USD
FOLGF,Falcon Oil & Gas Ltd,USD
FOM.V,Foran Mining Corporation,CAD
FOMA.F,Fomento Economico Mexicano SAB (ADR),EUR
FOMC.F,"Fomento Economico Mexicano, SAB de CV Unit",EUR
FOMX,Foamix Pharmaceuticals Ltd,USD
FONE,1st Tr EXCHANGE/NASDAQ SMARTPHONE I,USD
FONR,Fonar Corporation,USD
FOO.DE,N/A,N/A
FOO.F,"salesforce.com, inc.",EUR
FOOD.TO,Goodfood Market Corp,CAD
FOOT.L,Footasylum PLC,GBX
FOOZF,N/A,N/A
FOR,Forestar Group Inc.,USD
FOR.TO,N/A,N/A
FORD,"Forward Industries, Inc.",USD
FORDP.PA,N/A,N/A
FORE.PA,Forestiere Equatoriale,EUR
FOREY,N/A,N/A
FORK,Fuling Global Inc,USD
FORM,"FormFactor, Inc.",USD
FORN.SW,Forbo Holding AG,CHF
FORNE.SW,Forbo Hldg/RegSh Nvtg CHF0.1,CHF
FORR,"Forrester Research, Inc.",USD
FORSU,N/A,N/A
FORT.L,Forterra PLC,GBX
FORTIS.NS,Fortis Healthcare Ltd,INR
FORTP.ME,N/A,N/A
FORTY,Formula Systems (1985) Ltd. (ADR),USD
FORTY.TA,Formula Systems (1985) Ltd,ILA
FORU,Foru Holdings Inc,USD
FORU.JK,Fortune Indonesia Tbk PT,IDR
FOS.TO,N/A,N/A
FOSECOIND.NS,Foseco India Limited,INR
FOSI,Frontier Oilfield Services Inc,USD
FOSL,Fossil Group Inc,USD
FOSUF,Fosun International Limited,USD
FOSUY,FOSUN Intl Ltd/ADR,USD
FOSYF,Forsys Metals Corp,USD
FOT.DE,Fortum Oyj,EUR
FOT.F,Fortum Oyj,EUR
FOTB,First Ottawa Bankshares,USD
FOTRF,N/A,N/A
FOU.BR,N/A,N/A
FOU1.F,Founder Holdings Limited,EUR
FOUR.L,4imprint Group plc,GBX
FOUXF,N/A,N/A
FOV.F,Fountain Set (Holdings) Limited,EUR
FOVSY,FORD OTOMOTIV S/ADR,USD
FOX,Twenty-First Century Fox Inc Class B,USD
FOX.L,Fox Marble Holdings PLC,GBX
FOX.MX,Twenty-First Century Fox Inc Class B,MXN
FOX.TA,Fox Wizel Ltd,ILA
FOXA,Twenty-First Century Fox Inc Class A,USD
FOXF,Fox Factory Holding Corp,USD
FOXT.L,Foxtons Group PLC,GBX
FOZN.F,Forbo Holding AG,EUR
FP.PA,Total SA,EUR
FP.SW,Total SA,CHF
FP.TO,N/A,N/A
FP1.F,Flex Pharma Inc,EUR
FP3.F,NextEra Energy Inc,EUR
FP5.F,FPX Nickel Corp,EUR
FPA,1st Tr EXCHANGE/ASIA PAC EX JAPAN A,USD
FPAB11.SA,FDO INV IMOB PROJETO AGUA BRANCA CF,BRL
FPAFF,First Pacific Company Limited,USD
FPAFY,First Pacific Company Ltd. (ADR),USD
FPAFYN.MX,First Pacific Company Ltd. (ADR),MXN
FPAR-PREF.CO,FastPartner AB Preference Shares,SEK
FPAR.CO,FastPartner AB,SEK
FPAY,FlexShopper Inc,USD
FPB.F,Banc of California Inc,EUR
FPBF,FPB Financial Corp.,USD
FPBK,1st PRIORITY Fi/SH SH,USD
FPC.AX,Fat Prophets Global Contrarian Fund Ltd,AUD
FPC.F,First Pacific Company Limited,EUR
FPC.V,Falco Resources Ltd,CAD
FPCG,N/A,N/A
FPCO,N/A,N/A
FPE,1st Tr EXCHANGE/1ST TR PFD SECS & I,USD
FPE.DE,Fuchs Petrolub SE,EUR
FPE.F,Fuchs Petrolub SE,EUR
FPE3.DE,Fuchs Petrolub SE Preference Shares,EUR
FPE3.F,Fuchs Petrolub SE Preference Shares,EUR
